Address3,County (name),EstablishmentName,Gender (name),LA (name),Locality,Postcode,StatutoryHighAge,StatutoryLowAge,Street,Town,TypeOfEstablishment (name),Easting,Northing,lat,lng
,Middlesex,Forge Lane Primary School,Mixed,Hounslow,Hanworth,TW13 6UN,11,3,Forge Lane,Feltham,Community School,512130,171100,51.427823193788065,-0.388512213674743
,,Green Dragon Primary School,Mixed,Hounslow,,TW8 0BJ,11,3,North Road,Brentford,Community School,518364,177913,51.48778882201246,-0.29660664424406313
,,Harris Girls' Academy East Dulwich,Girls,Southwark,,SE22 0NR,18,11,Homestall Road,London,Academy Sponsor Led,535230,174963,51.4575008637653,-0.05495846163899116
,,Walthamstow Academy,Mixed,Waltham Forest,Walthamstow,E17 5DP,18,11,Billet Road,London,Academy Sponsor Led,536929,190810,51.59949531532751,-0.024364370550603635
,,"Tawhid Boys School, Tawhid Educational Trust",Boys,Hackney,,N16 6PA,16,9,21 Cazenove Road,London,Other Independent School,533747,186842,51.56460189289271,-0.07178862970409755
,Essex,Engayne Primary School,Mixed,Havering,Cranham,RM14 1SW,11,5,Severn Drive,Upminster,Community School,557104,188172,51.5705333487636,0.26551862883575245
,Surrey,CACFO Education Centre,Mixed,Croydon,,CR7 8HQ,16,11,40 Northwood Road,Thornton Heath,Other Independent School,531996,169283,51.4072194726553,-0.10359384159070154
Abbey Wood,,Schoolhouse Education,Mixed,Greenwich,,SE2 9LZ,16,14,42 Combwell Crescent,London,Other Independent School,543593,179077,51.492410043692985,0.06700230732298677
,,The Lloyd Williamson School,Mixed,Kensington and Chelsea,,W10 5SH,14,2,12 Telford Road,London,Other Independent School,524162,181872,51.5221264595528,-0.2117496307700021
,,Sir John Heron Primary School,Mixed,Newham,Manor Park,E12 5PY,11,3,School Road,London,Community School,542595,185608,51.551347688504755,0.055277379552341806
,,Holland Park Pre-Preparatory School,Mixed,Kensington and Chelsea,Kensington,W14 8HJ,6,0,5 Holland Road,London,Other Independent School,524572,179086,51.49699836463768,-0.20682647699104273
,,Rosemary Works School,Mixed,Hackney,,N1 5PH,11,3,1 Branch Place,London,Other Independent School,532865,183768,51.5371861416415,-0.08566575690264966
,,London Islamic School,Boys,Tower Hamlets,,E1 2HX,16,11,18-22 Damien Street,London,Other Independent School,534943,181482,51.51615107529063,-0.05659746499802362
Plumstead,,Conway Primary School,Mixed,Greenwich,,SE18 1QY,11,3,Gallosson Road,London,Community School,545112,178560,51.48737703115776,0.0886547885265162
,,Plaistow Primary School,Mixed,Newham,Plaistow,E13 9DQ,11,3,Junction Road,London,Community School,540838,183368,51.53166056711194,0.029057690268951702
,,Kaizen Primary School,Mixed,Newham,Elkington Road,E13 8LH,11,3,Cumberland Road Playing Field,London,Community School,540673,182308,51.522176727035266,0.026257571287792804
,Essex,Barking and Dagenham Tuition Service,Mixed,Barking and Dagenham,,RM9 6TJ,16,5,Arden Crescent,Dagenham,Pupil Referral Unit,547792,184149,51.53690201009473,0.12956708633479
,,Eglinton Primary School,Mixed,Greenwich,,SE18 3PY,11,3,Paget Rise,London,Community School,543464,177512,51.47838023419436,0.0645101161073646
,,Deansfield Primary School,Mixed,Greenwich,Eltham,SE9 1XP,11,3,Dairsie Road,London,Community School,543353,175720,51.46230601576647,0.0621865544379218
,,La Swap Sixth Form,Mixed,Camden,Highgate Road,NW5 1RN,18,16,C/O William Ellis School,London,Sixth Form Centres,,,49.76682050222725,-7.557149366696847
,Middlesex,Abbotsfield - Swakeleys Post 16 Centre,Mixed,Hillingdon,Hillingdon,UB10 0EJ,18,16,Clifton Gardens,Uxbridge,Sixth Form Centres,,,49.76682050222725,-7.557149366696847
,,Lantern of Knowledge Secondary School,Boys,Waltham Forest,Leyton,E10 6QT,16,10,30-36 Lindley Road,London,Other Independent School,538062,186913,51.564200894993334,-0.009547294496581352
,,Sydenham and Forest Hill Sixth Form,Mixed,Lewisham,,,18,16,,,Sixth Form Centres,,,49.76682050222725,-7.557149366696847
,,The Crest Sixth Form,Mixed,Brent,,NW2 7SN,18,16,Crest Road,London,Sixth Form Centres,521993,186425,51.56351725965958,-0.24142014460351638
,Surrey,Sutton College of Learning for Adults,Mixed,Sutton,,SM1 1EA,99,16,St Nicholas Way,Sutton,Miscellaneous,525783,164053,51.361627471208486,-0.19472333205923753
,,London School of Theology,Mixed,Hillingdon,,HA6 2UW,99,16,Green Lane,Northwood,Miscellaneous,508684,191622,51.612947204327575,-0.4317359056152737
,Surrey,Hillcroft College,Mixed,Kingston upon Thames,,KT6 6DF,,,South Bank,Surbiton,Miscellaneous,518293,167244,51.391915039286665,-0.30119018875791614
,,Orchard Lodge,Mixed,Southwark,Anerley,SE20 8BG,17,11,William Booth Road,London,Secure Units,534224,169888,51.41213379981967,-0.07135119359101894
Greenwich,,Wildwood Montessori School,Not applicable,Greenwich,60 Hardy Road,SE3 7PA,,,10 Greta House,London,Miscellaneous,539835,177566,51.479773488017464,0.012308836365364015
,,The Service for Deaf and Partially Hearing Children,Not applicable,Newham,Tunmarsh Lane,E13 9NB,,,New Tunmarsh Centre,London,Miscellaneous,541046,182696,51.525570254716015,0.031785494357051386
,,St John's and St Clement's Primary School Co Hearing Impaired Unit,Not applicable,Southwark,,SE15 4DY,,,Adys Road,London,Miscellaneous,534049,175559,51.463137432260325,-0.07172092523550011
,,Wimbledon School of Art,Mixed,Merton,,SW19 3QA,99,16,Merton Hall Road,London,Miscellaneous,524415,169773,51.413335630354645,-0.2123596633467266
,,Camberwell College of Arts,Mixed,Southwark,,SE5 8UF,99,16,45-65 Peckham Road,London,Miscellaneous,533393,176757,51.47405807729826,-0.08070670008438836
,,London College of Printing & Distributive Trades,Mixed,Southwark,,SE1 6SB,99,16,Elephant and Castle,London,Miscellaneous,531909,178989,51.49446371034686,-0.10122850105712557
,,Inchbald School of Design,Mixed,Westminster,,SW1W 9BA,99,18,7 Eaton Gate,London,Miscellaneous,528188,178873,51.494276478450004,-0.15484127811724196
,Essex,Early Years Assessment Service and Centre Co Manford Primary School,Not applicable,Redbridge,,IG7 4BX,,,Manford Way,Chigwell,Miscellaneous,545550,192178,51.60962715505068,0.10058783537155881
,,Allenby Tutorial Trust,Mixed,Lewisham,,SE23 1AT,17,11,62-72 Dalmain Road,London,Miscellaneous,535847,173422,51.443505357183575,-0.04667442824384348
,,Hillcrest,Mixed,Croydon,Upper Norwood,SE19 1BY,16,11,101 Central Hill,London,Miscellaneous,532870,170843,51.421034640842855,-0.09045123087573331
,,Stratford Circus,Mixed,Newham,Stratford,E15 1BX,99,16,Theatre Square,London,Miscellaneous,538897,184586,51.543085865420174,0.0015732675705612744
,,Lammas School and Sports College,Mixed,Waltham Forest,Leyton,E10 7LX,18,11,150 Seymour Road,London,Community School,536942,187070,51.56588455642379,-0.02563415338326622
,,St Elizabeth Catholic Primary School,Mixed,Tower Hamlets,Bethnal Green,E2 9JY,11,3,Bonner Road,London,Voluntary Aided School,535266,183334,51.53271637558581,-0.051234886737521405
,,Bishop Challoner Catholic Collegiate Boys School,Boys,Tower Hamlets,,E1 0LB,16,11,352 Commercial Road,London,Voluntary Aided School,535454,181196,51.513458820703825,-0.04934738417739057
,,Mazahirul Uloom School,Boys,Tower Hamlets,,E1 4AA,16,11,241-243 Mile End Road,London,Other Independent School,535764,182196,51.522370669111965,-0.04449788831459527
,,Kings Avenue School,Mixed,Lambeth,,SW4 8BQ,11,3,Kings Avenue,London,Community School,530026,174783,51.45710148309743,-0.129884021034828
,,Woodlands School,Mixed,Harrow,,HA8 6JP,11,3,Bransgrove Road,Edgware,Community Special School,518666,190936,51.60476829907689,-0.2878713059841997
,,Kingsley High School,Mixed,Harrow,,HA3 6ND,19,12,Whittlesea Road,Harrow,Community Special School,514316,191068,51.606853705147365,-0.35061278405494944
,Surrey,Kew Riverside Primary School,Mixed,Richmond upon Thames,,TW9 4ES,11,4,37 Courtlands Avenue,Richmond,Community School,519786,176433,51.47418827495565,-0.27663726042133646
,,Pardes House Primary School,Boys,Barnet,,N3 1SA,11,4,Hendon Lane,London,Voluntary Aided School,524942,190464,51.599170254701875,-0.19746233438568123
,,Beis Yaakov Primary School,Girls,Barnet,,NW9 6NQ,11,3,373 Edgware Road,London,Voluntary Aided School,520792,189548,51.591842527527476,-0.2576649612807974
,,The School of the Islamic Republic of Iran,Mixed,Brent,,NW6 5HE,16,6,100 Carlton Vale,London,Other Independent School,525204,183057,51.5325461818819,-0.19631775776038665
Haringey,,Greig City Academy,Mixed,Haringey,Hornsey,N8 7NU,18,11,High Street,London,Academy Sponsor Led,530501,189293,51.5873876547385,-0.11768193663267368
,,Willow Dene School,Mixed,Greenwich,,SE18 2JD,11,2,Swingate Lane,Plumstead,Community Special School,545325,176972,51.47305340348058,0.09106758681610634
,,Waterside School,Mixed,Greenwich,,SE18 7NB,11,5,Robert Street,London,Community Special School,544602,178478,51.48677075414684,0.08128097948480711
,Essex,Oaks Park High School,Mixed,Redbridge,Newbury Park,IG2 7PQ,18,11,45-65 Oaks Lane,Ilford,Community School,545026,188695,51.57846639776749,0.09158757819146301
,,Hawkesdown House,Boys,Kensington and Chelsea,Kensington,W8 7PN,7,3,27 Edge Street,London,Other Independent School,525269,180237,51.50718851505234,-0.1963826615438365
,Surrey,Cressey College,Mixed,Croydon,Denmark Road,SE25 5RE,19,11,Denmark Hall,South Norwood,Other Independent Special School,534577,167695,51.392342819950194,-0.06710954939578187
,,Side by Side Kids School,Mixed,Hackney,,E5 9HH,16,2,9 Big Hill,London,Other Independent Special School,534923,187306,51.568491579465295,-0.054654774866198144
,,The Livity School,Mixed,Lambeth,Brixton,SW2 5DW,11,2,Mandrell Road,London,Community Special School,530278,174656,51.45590228176868,-0.1263057503694658
,,The Michael Tippett School,Mixed,Lambeth,,SE24 0HZ,19,11,Heron Road,London,Community Special School,532080,175340,51.46163191038495,-0.10012983806908586
,Surrey,Hampton Court House School,Mixed,Richmond upon Thames,Hampton Court Road,KT8 9BS,17,3,Hampton Court House,East Molesey,Other Independent School,515370,169020,51.4084787757403,-0.3426054566335576
,,Ealing Independent College,Mixed,Ealing,Ealing,W5 5AL,19,14,83 New Broadway,London,Other Independent School,517498,180597,51.51209182761171,-0.30818057735199095
New Cross,,Kings Kids Christian School,Mixed,Lewisham,,SE14 6EU,11,5,100 Woodpecker Road,London,Other Independent School,536339,177564,51.48060828344349,-0.038003740934465534
,,Menorah High School,Girls,Brent,,NW2 7BZ,18,11,105 Brook Road,London,Other Independent School,522082,186300,51.562374627390945,-0.240180187735579
,,Al Falah Primary School,Mixed,Hackney,Clapton,E5 8BY,11,5,48 Kenninghall Road,London,Other Independent School,534666,186148,51.55814694625182,-0.05880382213718876
,,The William Hogarth Primary School,Mixed,Hounslow,Chiswick,W4 2JR,11,3,Duke Road,London,Community School,521192,178039,51.48832275128131,-0.2558524233135003
,,Hospital Home and Education Units co St Mary's Hospitial Tuition Unit,Mixed,Westminster,"7th Floor, Great Western Ward, Qqm W",W2 1NY,,,Praed Street,London,Miscellaneous,526781,181380,51.51712360829639,-0.17419749515392277
,,Noor Ul Islam Primary School,Mixed,Waltham Forest,Leyton,E10 6QW,10,5,135 Dawlish Road,London,Other Independent School,538314,186822,51.56332147798423,-0.005949811336852773
,,Keys Meadow School,Mixed,Enfield,,EN3 6FB,11,4,84 Tysoe Avenue,Enfield,Community School,536511,199252,51.67545588310709,-0.027106089282356187
,,Mayville Primary School,Mixed,Waltham Forest,,E11 4PZ,11,3,Lincoln Street,London,Community School,539156,186478,51.560023383285994,0.006053528450543776
,Surrey,Cambridge Tutors College,Mixed,Croydon,,CR0 5SX,18,15,Water Tower Hill,Croydon,Other Independent School,533004,164863,51.367263222509095,-0.09076391540279269
Denmark Hill,,The Hospital and Home Tuition Sick Children's Service,Mixed,Southwark,Kings College Hospital,SE5 9RS,14,4,"School Room, E3, Paediatric Neuroscience",London,Miscellaneous,532605,176102,51.46835699614551,-0.09229156244091385
,,Nancy Reuben Primary School,Mixed,Barnet,Hendon,NW4 1DJ,11,3,Finchley Lane,London,Other Independent School,523556,189371,51.589652982958455,-0.21784750566876984
,,William Morris Sixth Form,Mixed,Hammersmith and Fulham,,W6 8RB,19,16,St Dunstan's Road,London,Community School,523862,178222,51.48938937270255,-0.2173521393853146
,,Torah Vodaas,Boys,Barnet,,NW11 8AE,11,2,41 Dunstan Road,London,Other Independent School,524831,187004,51.56810019728957,-0.20029312082107723
,Essex,Jo Richardson Community School,Mixed,Barking and Dagenham,Castle Green,RM9 4UN,19,11,Gale Street,Dagenham,Community School,547584,183747,51.53334433043196,0.12640188859823723
,,Lansbury Lawrence Primary School,Mixed,Tower Hamlets,Poplar,E14 6DZ,11,3,Cordelia Street,London,Community School,537693,181255,51.51344819992154,-0.017078689866498124
,,Loughborough Primary School,Mixed,Lambeth,,SW9 7UA,11,3,Minet Road,London,Community School,531716,176212,51.46955297419285,-0.10504179290686134
,,Summerhouse Primary Pupil Referral Unit,Mixed,Southwark,,SE22 0EP,11,5,Goodrich Road,London,Pupil Referral Unit,534305,174198,51.45084628106298,-0.06855437940970381
,,Yesodey Hatorah Senior Girls School,Girls,Hackney,Stamford Hill,N16 6UB,16,11,Egerton Road,London,Voluntary Aided School,533959,187840,51.57351988763157,-0.0683518230365783
Hackney,,The Brooke House Sixth Form College,Mixed,Hackney,Kenninghall Road,E5 8BP,99,16,Brooke House,London,Further Education,534805,186280,51.55929994989107,-0.05674940462922656
,,The Northgate School,Mixed,Barnet,Burnt Oak Broadway,HA8 0AD,,,Edgware Community Hospital,Edgware,Miscellaneous,519772,191079,51.60581953294962,-0.27185990382071007
,Middlesex,Ruislip High School,Mixed,Hillingdon,,HA4 0BY,18,11,Sidmouth Drive,Ruislip,Community School,510448,186302,51.56478886223941,-0.4079425335424809
Cowley,,Oxford Education Centre,Mixed,Hammersmith and Fulham,Rockley Road,OX4 2ER,14,5,104 Horspath road,Oxford,Miscellaneous,455360,204612,51.737491986728536,-1.1996819650354404
,,Al-Mizan School,Boys,Tower Hamlets,,E1 1JX,13,6,46 Whitechapel Road,London,Other Independent School,534293,181595,51.51732129431336,-0.06591640973462423
,,Stag Lane Pupil Referral Unit at Library Buildings,Mixed,Brent,Kingsbury,NW9 9AG,16,3,364 Stag Lane,London,Pupil Referral Unit,520208,189437,51.59096974495996,-0.26612922427387653
,,Jubilee Primary School,Mixed,Lambeth,,SW2 2JE,11,3,Tulse Hill,London,Community School,531108,174289,51.452412729725886,-0.11450252513880584
,,Hillview Nursery Centre,Mixed,Harrow,,HA2 0LW,5,2,Grange Road,Harrow,LA Nursery School,514569,186734,51.567850130764,-0.3483741214129758
,,St. Dominic's Catholic Primary School,Mixed,Hackney,,E9 5SR,11,3,Ballance Road,London,Voluntary Aided School,536148,184781,51.54550747550623,-0.037967822544735755
,,Mulberry Primary School,Mixed,Haringey,Tottenham,N17 9RB,11,3,Parkhurst Road,London,Community School,534039,190372,51.59625397248627,-0.06623229378630263
,,JFS,Mixed,Brent,Kenton,HA3 9TE,18,11,The Mall,Harrow,Voluntary Aided School,519199,188305,51.58101032777045,-0.28107146007283507
,Surrey,Marshgate Primary School,Mixed,Richmond upon Thames,,TW10 6HY,11,4,157 Queens Road,Richmond,Community School,518896,174985,51.461361938597726,-0.28993237776844827
,Surrey,Link Primary School,Mixed,Sutton,Beddington,CR0 4PG,12,5,138 Croydon Road,Croydon,Non-Maintained Special School,530353,164868,51.367922317244094,-0.12882180150020228
,Surrey,Link Secondary School,Mixed,Sutton,Beddington,CR0 4PD,19,11,82-86 Croydon Road,Croydon,Non-Maintained Special School,530662,164879,51.36795022226156,-0.12438145608404019
,,Northgate School,Mixed,Barnet,Burnt Oak Broadway,HA8 0AD,16,13,Edgware Community Hospital,Edgware,Pupil Referral Unit,519772,191079,51.60581953294962,-0.27185990382071007
,Surrey,The Smart Centre,Mixed,Merton,Canterbury Road,SM4 6PT,16,5,Canterbury Centre,Morden,Pupil Referral Unit,525960,167107,51.38903511231615,-0.19110084461966925
,Kent,The Business Academy Bexley,Mixed,Bexley,,DA18 4DW,18,3,Yarnton Way,Erith,Academy Sponsor Led,548240,179613,51.49602780940903,0.13411564620618868
,Surrey,St Thomas of Canterbury Catholic Primary School,Mixed,Merton,,CR4 1YG,11,3,Commonside East,Mitcham,Voluntary Aided School,528132,168862,51.40432141891482,-0.15926940653487331
,,Ravensbourne,Mixed,Greenwich,,SE10 0EW,,,6 Penrose Way,London,Higher Education Institutions,539279,179966,51.501476880539514,0.005253605227527835
,Kent,Rose Bruford College,Mixed,Bexley,Burnt Oak Lane,DA15 9DF,,,Lamorbey Park,Sidcup,Higher Education Institutions,546526,173217,51.439003550299724,0.10679325494937314
,,Queen Mary and Westfield College,Mixed,Tower Hamlets,,E1 4NS,,,Mile End Road,London,Higher Education Institutions,536016,182267,51.52294810511508,-0.040840498042358085
,,University of East London,Mixed,Newham,,E16 2RD,,,4 - 6 Universtiy Way,London,Higher Education Institutions,543391,180748,51.507476243725385,0.06477320675648578
,,City University,Mixed,Islington,,EC1V 0HB,,,Northampton Square,London,Higher Education Institutions,531738,182693,51.52778959802184,-0.10230757112228249
,,London Metropolitan University,Mixed,City of London,,N7 8DB,,,166 - 220 Holloway Road,London,Higher Education Institutions,531120,185351,51.55181946036053,-0.11022190728079585
Surbiton Road,Surrey,Kingston University,Mixed,Kingston upon Thames,53 - 57 High Street,KT1 1LQ,,,River House,Kingston upon Thames,Higher Education Institutions,517796,168790,51.405913319647794,-0.3078173507270016
Oakwood,,Middlesex University,Mixed,Enfield,Trent Park,N14 4YZ,,,Bramley Road,London,Higher Education Institutions,529271,197404,51.66056043730024,-0.13243542978934403
,,The Royal Veterinary College,Mixed,Camden,,NW1 0TU,,,Royal College Street,London,Higher Education Institutions,529548,183646,51.53686011600186,-0.13350910867652213
,,London Business School,Mixed,Westminster,Regent's Park,NW1 4SA,,,Sussex Place,London,Higher Education Institutions,527645,182454,51.52658102543947,-0.16136360067577754
